Payment Plan,Cost per Credit,Deposit,Loan Duration,Product Price,Product Price Weighted Llr 200,Quality of Sales,Deposit to Price Ratio
MK Phone Nokia C21 Plus 3/32 v11,60,3999,365,25899,0.1199,,0.154407506
MK Phone Nokia C30 2/32 v9,75,5499,365,32874,0.1195,,0.16727505
MK Phone Nokia G21 4/64 HMD v11,90,5999,365,38849,0.1195,,0.154418389
MK Phone Nokia G10 3/32 Saf-Data v3,55,3999,365,24074,0.1193,,0.166112819
MK Phone Nokia 1.4  Saf-Data v1,45,3299,365,19724,0.1192,,0.167258163
MK Phone Samsung A33 6/128 v6,170,10999,365,73049,0.1189,,0.150570165
MK Phone Nokia 3.4 4+64 Saf-Data HMD,65,4999,365,28724,0.1188,,0.17403565
MK Phone Samsung A23 4/64 v9 Promo,130,8999,365,56449,0.1176,,0.159418236
MK +Phone Samsung A03 3/32 v6,60,1999,365,23899,0.1176,,0.083643667
MK Phone Samsung A03 Core 2/32 v5,50,3299,365,21549,0.1175,,0.153092951
MK Phone Nokia C01 Plus Iris 2/16 v6,40,3499,365,18099,0.1172,,0.193325598
MK Phone Samsung A12 Demo v14,65,2599,330,24049,0.1171,,0.108071022
MK +Phone Samsung A13 4/64 v3,75,2499,400,32499,0.1169,,0.076894674
MK Phone Nokia C01 Plus Iris v4,40,3499,365,18099,0.1151,,0.193325598
MK Phone Samsung A04S 4/64 v1,85,4899,365,35924,0.1149,,0.136371228
MK Phone Nokia G50 4/128 v5,100,8999,365,45499,0.1142,,0.197784567
MK Phone Samsung A03 3/32 v5,55,4999,365,25074,0.1137,,0.199369865
MK Phone Nokia C21 Plus 3/32 v6,70,5299,365,30849,0.1136,,0.171772181
MK Phone Nokia C01 Plus 1/16 v1,40,3299,365,17899,0.1135,,0.184311973
MK Phone Nokia C21 Plus 3/32 v3,70,5299,365,30849,0.1132,,0.171772181
MK +Phone Nokia C21 Plus 3/32 v6,60,2199,430,27999,0.1129,,0.078538519
MK +Phone Samsung A13 4/64  CSTR 1,100,3999,400,43999,0.1127,,0.090888429
MK Phone Nokia G20 4/64 F&F v1,65,4999,365,28724,0.1124,,0.17403565
MK Phone Samsung A02 2GB/32 Staff v3,40,999,340,14599,0.1124,,0.068429344
MK +Phone Samsung A23 4/64 CSTR1 v2,100,2999,430,45999,0.1122,,0.06519707
MK Phone Nokia C21 Plus 3/32 v11 HMD,65,4499,365,28224,0.112,,0.159403345
MK Phone Samsung A33 6/128 v8,170,10999,365,73049,0.112,,0.150570165
MK +Phone Samsung A23 4/64 v3,90,2499,440,42099,0.1111,,0.05936008
MK Phone Samsung A12 Staff v8,55,2999,340,21699,0.111,,0.138209134
MK +Phone Samsung A21 4/64 Saf-Data v12,80,2199,420,35799,0.1107,,0.061426297
MK Phone Samsung A03S 3/32 v3,55,4499,365,24574,0.1102,,0.183079678
MK Phone Samsung A23 4/64 v9,140,13999,273,52219,0.1102,,0.268082499
MK Phone Samsung A03 Core Demo v6,35,999,320,12199,0.1004,,0.081891958
MK Phone Nokia G10 3/32 HMD v4,55,4299,365,24374,0.1097,,0.176376467
MK Phone Samsung A13 4/64 v2,80,5999,365,35199,0.1095,,0.170430978
MK Phone Nokia C30 2/32 HMD v7,55,4299,365,24374,0.1091,,0.176376467
MK Phone Nokia (G10 3/32) Saf -Data HMD,55,3999,365,24074,0.1087,,0.166112819
MK Phone Nokia C21 Plus 3/32 HMD v13 HRA,60,3999,365,25899,0.1086,,0.154407506
MK Phone Nokia C21 Plus 3/32 HMD v4,70,5299,365,30849,0.1076,,0.171772181
MK Phone Nokia C20 2/16 HMD v6,45,3999,365,20424,0.1076,,0.19579906
MK Phone Nokia C21 2/32 v2,50,3999,365,22249,0.1075,,0.179738415
MK Phone Nokia G50 4/128 v16,130,8499,365,55949,0.107,,0.1519062
MK Phone Nokia G50 4/128 HMD v19,100,5999,365,42499,0.1069,,0.141156263
MK Phone Nokia C30 2/32 v8,60,3999,365,25899,0.1062,,0.154407506
MK Phone Nokia 5.4 v2,85,5499,365,36524,0.106,,0.150558537
MK Phone Nokia 5.4 4/128 v3,85,5499,365,36524,0.1058,,0.150558537
MK Phone Nokia 5.4 4/128 Saf-Data v4,85,5499,365,36524,0.1052,,0.150558537
MK Phone Nokia G21 4/64 v7,70,4499,365,30049,0.1049,,0.149722121
MK Phone Samsung A23 4/64 v6,100,8299,365,44799,0.1033,,0.185249671
MK Phone Nokia C31 4/64 v5 HMD,70,4299,365,29849,0.1025,,0.144024925
MK Phone Samsung A23 4/64 v2,100,7499,365,43999,0.102,,0.170435692
MK +Phone Samsung A23 4/64 v4,100,7499,365,43999,0.1017,,0.170435692
MK +Phone Samsung A23 4/64 CSTR2 v2,90,4999,440,44599,0.1013,,0.112087715
MK +Phone Samsung A04S 4/64 CSTR2 v1,70,4199,440,34999,0.101,,0.119974856
MK Phone Nokia G20 4/64 Saf-Data v4,70,4999,365,30549,0.1006,,0.163638744
MK Phone Nokia G50 4/128 v1,105,6999,365,45324,0.1004,,0.154421499
MK Phone Samsung A03 Core 2/32 v9,50,4299,365,22549,0.1004,,0.19065147
MK Phone Nokia G20 4/64 Saf-Data HMD,70,4999,365,30549,0.1004,,0.163638744
MK Phone Samsung A03 3/32 ST Pilot v10,60,4999,365,26899,0.0999,,0.18584334
MK Phone Samsung A04S 4/128 ST Pilot v1,90,6399,365,39249,0.099,,0.163036001
MK Phone Samsung A03 Core 2/32 DS v24 Demo,70,1899,365,27449,0.0985,,0.069182848
MK Phone Samsung A23 4/64 v12,100,7499,365,43999,0.0982,,0.170435692
MK Phone Nokia G21 4/64 v15 HRA,70,9249,365,34799,0.0979,,0.2657835
MK Phone Nokia G50 4/128 v13,135,9499,365,58774,0.0975,,0.161619083
MK Phone Nokia G20 4/64 v3,70,4999,365,30549,0.0972,,0.163638744
MK Phone Samsung A23 4/64 Staff v5,85,5499,365,36524,0.097,,0.150558537
MK Phone Nokia C30 2/32 HMD v5,55,3999,365,24074,0.0968,,0.166112819
MK +Phone Samsung A23 4/64 CSTR 1,120,3999,440,56799,0.0964,,0.070406169
MK Phone Samsung A10S Staff v10,50,999,340,17999,0.0958,,0.055503084
MK Phone Nokia C30 2/32 HMD v10,75,5499,365,32874,0.095,,0.16727505
MK Phone Nokia G21 4/64 HMD v16,80,5599,365,34799,0.0949,,0.160895428
MK Phone Nokia 3.4 4+64 Saf-Data v1,65,4999,365,28724,0.0939,,0.17403565
MK Phone Samsung A23 4/64 v14 HRA,100,6999,365,43499,0.0938,,0.160900251
MK Phone Nokia 3.4 3+64 Saf-Data v2,60,4499,365,26399,0.093,,0.170423122
MK Phone Nokia G21 4/64 v6,70,4999,365,30549,0.0924,,0.163638744
MK Phone Nokia G50 4/128 v3,105,7999,365,46324,0.0914,,0.172675071
MK Phone Nokia G21 4/64 v2,65,4999,365,28724,0.0885,,0.17403565
MK Phone Samsung A13 4/64 Staff v5,75,2499,365,29874,0.0884,,0.083651336
MK Phone Nokia C21 Plus 3/32 v2,55,4699,365,24774,0.088,,0.189674659
MK Phone Samsung A33 6/128 Staff v3,140,6999,365,58099,0.0873,,0.120466789
MK Phone Samsung A53 6/128 v2,170,13999,365,76049,0.0859,,0.184078686
MK Phone Nokia G21 4/64 HMD v8,70,4499,365,30049,0.0857,,0.149722121
MK Phone Samsung A03 Core Staff v7,35,999,320,12199,0.0853,,0.081891958
MK +Phone Samsung A53 6/128 CSTR1 v4,165,8999,400,74999,0.0847,,0.119988267
MK +Phone Samsung A04S 4/64 CSTR2 v4 DS,85,3999,410,38849,0.0846,,0.102937013
MK Phone Nokia 3.4 4+64 Saf-Data HMD v2,60,4499,365,26399,0.0846,,0.170423122
MK Phone Nokia C30 2/32 HMD v14,70,4699,365,30249,0.0833,,0.155343978
MK +Phone Samsung A13 4/64 CSTR2,90,4499,400,40499,0.0832,,0.111089163
MK Phone Nokia G50 4/128 v7,100,7999,365,44499,0.0831,,0.179756848
MK +Phone Samsung A23 4/64 CSTR1,100,2999,430,45999,0.0828,,0.06519707
MK Phone Nokia G50 4/128 HMD v2,105,6999,365,45324,0.082,,0.154421499
MK Phone Samsung A53 6/128 v3,170,13999,365,76049,0.0813,,0.184078686
MK +Phone Samsung A23 4/64 CSTR1 v15 DS,100,3499,400,43499,0.0803,,0.080438631
MK Phone Nokia C21 2/32 v10 HRA,45,5224,365,21649,0.0773,,0.241304448
MK Phone Nokia C31 4/64 v1 HRA,60,7949,365,29849,0.0758,,0.266307079
MK Phone Nokia C30 2/32 HMD v16,65,4299,365,28024,0.0737,,0.153404225
MK Phone Samsung A03 Core 2/32 F&F v1,50,3999,365,22249,0.0718,,0.179738415
MK Phone Samsung A22 4/64 Demo v6,85,2999,310,29349,0.0686,,0.102184061
MK +Phone Nokia 5.4 4/128 Saf-Data v11,85,5499,365,36524,0.0667,,0.150558537
MK Phone ST pilot Samsung A23 4/128 v1,115,9499,365,51474,0.061,,0.184539768
MK Phone Samsung A04S 4/64 v1 HRA,75,8549,365,35924,0.061,,0.237974613
MK Phone Nokia C21 Plus 3/32 v11 HRA,55,5824,365,25899,0.0597,,0.224873547
MK Phone Nokia G50 4/128 HMD v8,100,7999,365,44499,0.0554,,0.179756848
MK Phone Samsung A33 6/128 v4,130,9499,365,56949,0.055,,0.166798363
MK Phone Nokia 3.4 3+64 Saf-Data v1,60,4999,365,26899,0.0544,,0.18584334
MK Phone Nokia G21 4/64 HMD v5,65,4999,365,28724,0.0529,,0.17403565
MK Phone Nokia C30 2/32 v12 HMD,70,4999,365,30549,0.0506,,0.163638744
MK Phone Samsung A11 v3,60,4499,365,26399,0.0504,,0.170423122
MK +Phone Samsung A33 6/128 CSTR1 v2,150,4499,410,65999,0.0451,,0.0681677
MK Phone Nokia 5.4 4/128 Staff v6,75,3499,365,30874,0.0385,,0.113331606
MK Phone Nokia G50 4/128 HMD v17,130,8499,365,55949,0.0324,,0.1519062
MK +Phone Samsung A23 4/64 CSTR2,90,4999,440,44599,0.0245,,0.112087715
MK Phone Samsung A33 6/128 v9,190,15999,273,67869,0.0216,,0.235733546
MK Phone Nokia C31 4/64 v7 HMD,85,3999,365,35024,0.0158,,0.114178849
MK +Phone Samsung A33 6/128 CSTR1 v1,150,4499,410,65999,0.0131,,0.0681677
MK +Phone Nokia G50 4/128 CSTR2,110,6999,440,55399,0.0114,,0.126338021
MK Phone Samsung A03 3/32 v13 HRA,55,5824,365,25899,0.0106,,0.224873547
MK +Phone Samsung A12S v5,70,1999,380,28599,0.0071,,0.069897549
MK Phone Nokia G50 4/128 v18 HRA,85,11474,365,42499,0.0059,,0.269982823
MK Phone Samsung A53 6/128 v4 HRA,170,13999,365,76049,0.0045,,0.184078686
MK Phone Samsung A23 4/64 F&F v1,100,7499,365,43999,0.003,,0.170435692
MK +Phone Samsung A53 6/128 CSTR2 v3,170,12999,365,75049,0.0027,,0.173206838
MK Phone Nokia C1 2nd Edition v2,35,2499,365,15274,0.0013,,0.163611366
MK +Phone Nokia C1 Plus v5,35,999,380,14299,0.001,,0.069865026
MK Phone Samsung A03 Dual v4,40,2499,365,17099,0.0008,,0.146148898
MK Phone Samsung A21S dual-sim Staff v4,70,2999,365,28549,0.0005,,0.105047462
MK Farmer Phone Samsung A03 Saf-Data v5,40,2499,365,17099,0.0004,,0.146148898
MK Phone Nokia 1.4  v2,45,3299,365,19724,0.0002,,0.167258163
MK +Phone Nokia 1.4 Trade-In v10,50,999,420,21999,0,,0.045411155
MK +Phone Nokia 5.4 4/128 v7,85,5499,365,36524,0,,0.150558537
MK +Phone Nokia G10 3/32 v4,55,1499,400,23499,0,,0.063789949
MK +Phone Samsung A01 v3,50,0,400,20000,0,,0
MK +Phone Samsung A10S v9,60,1499,400,25499,0,,0.058786619
MK +Phone Samsung A12 Trade-In Saf-Data v17,65,0,410,26650,0,,0
MK +Phone Samsung A33 6/128 CSTR 2,150,8999,430,73499,0,,0.12243704
MK Phone LCD Screen Rep Trade-In v1,50,0,60,3000,0,,0
MK Phone Nokia 2.4 Staff v2,35,1999,350,14249,0,,0.140290547
MK Phone Nokia C21 Plus 3/32 F&F v1,55,4299,365,24374,0,,0.176376467
MK Phone Nokia G50 4/128 v12,145,14499,273,54084,0,,0.268082982
MK Phone Nokia G50 4/128 v14,145,14499,273,54084,0,,0.268082982
MK Phone Samsung A02S v3,55,4499,365,24574,0,,0.183079678
MK Phone Samsung A10S v3,60,3499,365,25399,0,,0.137761329
MK Phone Samsung A13 4/64 F&F v1,80,5999,365,35199,0,,0.170430978
MK Phone Samsung A21S single v5,85,5999,365,37024,0,,0.162030035
MK Phone Samsung A23 4/64 v11,140,13999,273,52219,0,,0.268082499
M-KOPA Phone Nokia 2.2 v6,60,2999,330,22799,0,,0.131540857
