Payment Plan,Cost per Credit,Deposit,Loan Duration,Product Price,Product Price Weighted Llr 200,Quality of Sales,Deposit to Price Ratio
MK Phone Samsung A12 Saf-Data v1,70,"4,999",365,"30,549",12.56%,,0.163638744
MK Phone Nokia C30 2/32 v12,70,"4,999",365,"30,549",12.55%,,0.163638744
MK Phone Nokia C01 Plus Iris 2/16 v8,40,"3,299",365,"17,899",12.54%,,0.184311973
MK +Phone Nokia G10 3/32 HDR v10,65,"1,499",365,"25,224",12.54%,,0.059427529
MK Phone Nokia 5.4 4/128 Saf-Data HMD,85,"5,499",365,"36,524",12.53%,,0.150558537
MK Phone Nokia 5.4 4/128 Demo v5,75,"3,499",365,"30,874",12.49%,,0.113331606
MK Phone Samsung A12 v9,70,"4,999",365,"30,549",12.46%,,0.163638744
MK Phone Samsung A03 Saf-Data 6-M v1,75,"2,499",180,"15,999",12.45%,,0.156197262
MK +Phone Samsung A22 4/64 Saf-Data v6,80,"2,199",420,"35,799",12.45%,,0.061426297
MK Phone Nokia 1.4  Saf-Data v9,50,"3,499",365,"21,749",12.40%,,0.16088096
MK Phone Nokia G50 4/128 v15,135,"9,499",365,"58,774",12.38%,,0.161619083
"MK Phone Samsung A03 Core 2/32 v15 ST Pilot	",55,"3,999",365,"24,074",12.38%,,0.166112819
MK Phone Nokia C20 2/16 v2,45,"2,999",365,"19,424",12.36%,,0.154396623
MK Phone Nokia C20 2/16 HMD v5,45,"3,299",365,"19,724",12.33%,,0.167258163
MK Phone Nokia C30 2/32 v10,75,"5,499",365,"32,874",12.17%,,0.16727505
MK Phone Nokia 1.4 Saf-Data HMD v2,50,"3,499",365,"21,749",12.17%,,0.16088096
MK Phone Samsung A03 Core 2/32 v4,50,"3,299",365,"21,549",12.14%,,0.153092951
MK +Phone Samsung A13 4/64  CSTR 2 Promo,95,"5,499",400,"43,499",12.12%,,0.126416699
MK Phone Samsung A03 Core 2/32 v12,50,"3,499",365,"21,749",12.10%,,0.16088096
MK Phone Nokia G21 4/64 v10,90,"5,999",365,"38,849",12.09%,,0.154418389
MK Phone Nokia C20 2/16 v7,45,"3,299",365,"19,724",12.09%,,0.167258163
MK +Phone Samsung A03 Core 2/32 v3,50,999,365,"19,249",12.07%,,0.0518988
MK +Phone Nokia G20 4/64 v5,70,"1,499",440,"32,299",12.07%,,0.046410106
MK +Phone Nokia 3.4 (4+64GB) v8,65,999,400,"26,999",12.06%,,0.03700137
MK Phone Nokia C30 2/32 Staff v6,50,"1,999",365,"20,249",12.05%,,0.098720924
MK Phone Nokia C21 Plus 3/32 v11,60,"3,999",365,"25,899",11.99%,,0.154407506
MK Phone Nokia C30 2/32 v9,75,"5,499",365,"32,874",11.95%,,0.16727505
MK Phone Nokia G21 4/64 HMD v11,90,"5,999",365,"38,849",11.95%,,0.154418389
MK Phone Nokia G10 3/32 Saf-Data v3,55,"3,999",365,"24,074",11.93%,,0.166112819
MK Phone Nokia 1.4  Saf-Data v1,45,"3,299",365,"19,724",11.92%,,0.167258163
MK Phone Samsung A33 6/128 v6,170,"10,999",365,"73,049",11.89%,,0.150570165
MK Phone Nokia 3.4 4+64 Saf-Data HMD,65,"4,999",365,"28,724",11.88%,,0.17403565
MK Phone Samsung A23 4/64 v9 Promo,130,"8,999",365,"56,449",11.76%,,0.159418236
MK +Phone Samsung A03 3/32 v6,60,"1,999",365,"23,899",11.76%,,0.083643667
MK Phone Samsung A03 Core 2/32 v5,50,"3,299",365,"21,549",11.75%,,0.153092951
MK Phone Nokia C01 Plus Iris 2/16 v6,40,"3,499",365,"18,099",11.72%,,0.193325598
MK Phone Samsung A12 Demo v14,65,"2,599",330,"24,049",11.71%,,0.108071022
MK +Phone Samsung A13 4/64 v3,75,"2,499",400,"32,499",11.69%,,0.076894674
MK Phone Nokia C01 Plus Iris v4,40,"3,499",365,"18,099",11.51%,,0.193325598
MK Phone Samsung A04S 4/64 v1,85,"4,899",365,"35,924",11.49%,,0.136371228
MK Phone Nokia G50 4/128 v5,100,"8,999",365,"45,499",11.42%,,0.197784567
MK Phone Samsung A03 3/32 v5,55,"4,999",365,"25,074",11.37%,,0.199369865
MK Phone Nokia C21 Plus 3/32 v6,70,"5,299",365,"30,849",11.36%,,0.171772181
MK Phone Nokia C01 Plus 1/16 v1,40,"3,299",365,"17,899",11.35%,,0.184311973
MK Phone Nokia C21 Plus 3/32 v3,70,"5,299",365,"30,849",11.32%,,0.171772181
MK +Phone Nokia C21 Plus 3/32 v6,60,"2,199",430,"27,999",11.29%,,0.078538519
MK +Phone Samsung A13 4/64  CSTR 1,100,"3,999",400,"43,999",11.27%,,0.090888429
MK Phone Nokia G20 4/64 F&F v1,65,"4,999",365,"28,724",11.24%,,0.17403565
MK Phone Samsung A02 2GB/32 Staff v3,40,999,340,"14,599",11.24%,,0.068429344
MK +Phone Samsung A23 4/64 CSTR1 v2,100,"2,999",430,"45,999",11.22%,,0.06519707
MK Phone Nokia C21 Plus 3/32 v11 HMD,65,"4,499",365,"28,224",11.20%,,0.159403345
MK Phone Samsung A33 6/128 v8,170,"10,999",365,"73,049",11.20%,,0.150570165
MK +Phone Samsung A23 4/64 v3,90,"2,499",440,"42,099",11.11%,,0.05936008
MK Phone Samsung A12 Staff v8,55,"2,999",340,"21,699",11.10%,,0.138209134
MK +Phone Samsung A21 4/64 Saf-Data v12,80,"2,199",420,"35,799",11.07%,,0.061426297
MK Phone Samsung A03S 3/32 v3,55,"4,499",365,"24,574",11.02%,,0.183079678
MK Phone Samsung A23 4/64 v9,140,"13,999",273,"52,219",11.02%,,0.268082499
MK Phone Samsung A03 Core Demo v6,35,999,320,"12,199",10.04%,,0.081891958
MK Phone Nokia G10 3/32 HMD v4,55,"4,299",365,"24,374",10.97%,,0.176376467
MK Phone Samsung A13 4/64 v2,80,"5,999",365,"35,199",10.95%,,0.170430978
MK Phone Nokia C30 2/32 HMD v7,55,"4,299",365,"24,374",10.91%,,0.176376467
MK Phone Nokia (G10 3/32) Saf -Data HMD,55,"3,999",365,"24,074",10.87%,,0.166112819
MK Phone Nokia C21 Plus 3/32 HMD v13 HRA,60,"3,999",365,"25,899",10.86%,,0.154407506
MK Phone Nokia C21 Plus 3/32 HMD v4,70,"5,299",365,"30,849",10.76%,,0.171772181
MK Phone Nokia C20 2/16 HMD v6,45,"3,999",365,"20,424",10.76%,,0.19579906
MK Phone Nokia C21 2/32 v2,50,"3,999",365,"22,249",10.75%,,0.179738415
MK Phone Nokia G50 4/128 v16,130,"8,499",365,"55,949",10.70%,,0.1519062
MK Phone Nokia G50 4/128 HMD v19,100,"5,999",365,"42,499",10.69%,,0.141156263
MK Phone Nokia C30 2/32 v8,60,"3,999",365,"25,899",10.62%,,0.154407506
MK Phone Nokia 5.4 v2,85,"5,499",365,"36,524",10.60%,,0.150558537
MK Phone Nokia 5.4 4/128 v3,85,"5,499",365,"36,524",10.58%,,0.150558537
MK Phone Nokia 5.4 4/128 Saf-Data v4,85,"5,499",365,"36,524",10.52%,,0.150558537
MK Phone Nokia G21 4/64 v7,70,"4,499",365,"30,049",10.49%,,0.149722121
MK Phone Samsung A23 4/64 v6,100,"8,299",365,"44,799",10.33%,,0.185249671
MK Phone Nokia C31 4/64 v5 HMD,70,"4,299",365,"29,849",10.25%,,0.144024925
MK Phone Samsung A23 4/64 v2,100,"7,499",365,"43,999",10.20%,,0.170435692
MK +Phone Samsung A23 4/64 v4,100,"7,499",365,"43,999",10.17%,,0.170435692
MK +Phone Samsung A23 4/64 CSTR2 v2,90,"4,999",440,"44,599",10.13%,,0.112087715
MK +Phone Samsung A04S 4/64 CSTR2 v1,70,"4,199",440,"34,999",10.10%,,0.119974856
MK Phone Nokia G20 4/64 Saf-Data v4,70,"4,999",365,"30,549",10.06%,,0.163638744
MK Phone Nokia G50 4/128 v1,105,"6,999",365,"45,324",10.04%,,0.154421499
MK Phone Samsung A03 Core 2/32 v9,50,"4,299",365,"22,549",10.04%,,0.19065147
MK Phone Nokia G20 4/64 Saf-Data HMD,70,"4,999",365,"30,549",10.04%,,0.163638744
MK Phone Samsung A03 3/32 ST Pilot v10,60,"4,999",365,"26,899",9.99%,,0.18584334
MK Phone Samsung A04S 4/128 ST Pilot v1,90,"6,399",365,"39,249",9.90%,,0.163036001
MK Phone Samsung A03 Core 2/32 DS v24 Demo,70,"1,899",365,"27,449",9.85%,,0.069182848
MK Phone Samsung A23 4/64 v12,100,"7,499",365,"43,999",9.82%,,0.170435692
MK Phone Nokia G21 4/64 v15 HRA,70,"9,249",365,"34,799",9.79%,,0.2657835
MK Phone Nokia G50 4/128 v13,135,"9,499",365,"58,774",9.75%,,0.161619083
MK Phone Nokia G20 4/64 v3,70,"4,999",365,"30,549",9.72%,,0.163638744
MK Phone Samsung A23 4/64 Staff v5,85,"5,499",365,"36,524",9.70%,,0.150558537
MK Phone Nokia C30 2/32 HMD v5,55,"3,999",365,"24,074",9.68%,,0.166112819
MK +Phone Samsung A23 4/64 CSTR 1,120,"3,999",440,"56,799",9.64%,,0.070406169
MK Phone Samsung A10S Staff v10,50,999,340,"17,999",9.58%,,0.055503084
MK Phone Nokia C30 2/32 HMD v10,75,"5,499",365,"32,874",9.50%,,0.16727505
MK Phone Nokia G21 4/64 HMD v16,80,"5,599",365,"34,799",9.49%,,0.160895428
MK Phone Nokia 3.4 4+64 Saf-Data v1,65,"4,999",365,"28,724",9.39%,,0.17403565
MK Phone Samsung A23 4/64 v14 HRA,100,"6,999",365,"43,499",9.38%,,0.160900251
MK Phone Nokia 3.4 3+64 Saf-Data v2,60,"4,499",365,"26,399",9.30%,,0.170423122
MK Phone Nokia G21 4/64 v6,70,"4,999",365,"30,549",9.24%,,0.163638744
MK Phone Nokia G50 4/128 v3,105,"7,999",365,"46,324",9.14%,,0.172675071
MK Phone Nokia G21 4/64 v2,65,"4,999",365,"28,724",8.85%,,0.17403565
MK Phone Samsung A13 4/64 Staff v5,75,"2,499",365,"29,874",8.84%,,0.083651336
MK Phone Nokia C21 Plus 3/32 v2,55,"4,699",365,"24,774",8.80%,,0.189674659
MK Phone Samsung A33 6/128 Staff v3,140,"6,999",365,"58,099",8.73%,,0.120466789
MK Phone Samsung A53 6/128 v2,170,"13,999",365,"76,049",8.59%,,0.184078686
MK Phone Nokia G21 4/64 HMD v8,70,"4,499",365,"30,049",8.57%,,0.149722121
MK Phone Samsung A03 Core Staff v7,35,999,320,"12,199",8.53%,,0.081891958
MK +Phone Samsung A53 6/128 CSTR1 v4,165,"8,999",400,"74,999",8.47%,,0.119988267
MK +Phone Samsung A04S 4/64 CSTR2 v4 DS,85,"3,999",410,"38,849",8.46%,,0.102937013
MK Phone Nokia 3.4 4+64 Saf-Data HMD v2,60,"4,499",365,"26,399",8.46%,,0.170423122
MK Phone Nokia C30 2/32 HMD v14,70,"4,699",365,"30,249",8.33%,,0.155343978
MK +Phone Samsung A13 4/64 CSTR2,90,"4,499",400,"40,499",8.32%,,0.111089163
MK Phone Nokia G50 4/128 v7,100,"7,999",365,"44,499",8.31%,,0.179756848
MK +Phone Samsung A23 4/64 CSTR1,100,"2,999",430,"45,999",8.28%,,0.06519707
MK Phone Nokia G50 4/128 HMD v2,105,"6,999",365,"45,324",8.20%,,0.154421499
MK Phone Samsung A53 6/128 v3,170,"13,999",365,"76,049",8.13%,,0.184078686
MK +Phone Samsung A23 4/64 CSTR1 v15 DS,100,"3,499",400,"43,499",8.03%,,0.080438631
MK Phone Nokia C21 2/32 v10 HRA,45,"5,224",365,"21,649",7.73%,,0.241304448
MK Phone Nokia C31 4/64 v1 HRA,60,"7,949",365,"29,849",7.58%,,0.266307079
MK Phone Nokia C30 2/32 HMD v16,65,"4,299",365,"28,024",7.37%,,0.153404225
MK Phone Samsung A03 Core 2/32 F&F v1,50,"3,999",365,"22,249",7.18%,,0.179738415
MK Phone Samsung A22 4/64 Demo v6,85,"2,999",310,"29,349",6.86%,,0.102184061
MK +Phone Nokia 5.4 4/128 Saf-Data v11,85,"5,499",365,"36,524",6.67%,,0.150558537
MK Phone ST pilot Samsung A23 4/128 v1,115,"9,499",365,"51,474",6.10%,,0.184539768
MK Phone Samsung A04S 4/64 v1 HRA,75,"8,549",365,"35,924",6.10%,,0.237974613
MK Phone Nokia C21 Plus 3/32 v11 HRA,55,"5,824",365,"25,899",5.97%,,0.224873547
MK Phone Nokia G50 4/128 HMD v8,100,"7,999",365,"44,499",5.54%,,0.179756848
MK Phone Samsung A33 6/128 v4,130,"9,499",365,"56,949",5.50%,,0.166798363
MK Phone Nokia 3.4 3+64 Saf-Data v1,60,"4,999",365,"26,899",5.44%,,0.18584334
MK Phone Nokia G21 4/64 HMD v5,65,"4,999",365,"28,724",5.29%,,0.17403565
MK Phone Nokia C30 2/32 v12 HMD,70,"4,999",365,"30,549",5.06%,,0.163638744
MK Phone Samsung A11 v3,60,"4,499",365,"26,399",5.04%,,0.170423122
MK +Phone Samsung A33 6/128 CSTR1 v2,150,"4,499",410,"65,999",4.51%,,0.0681677
MK Phone Nokia 5.4 4/128 Staff v6,75,"3,499",365,"30,874",3.85%,,0.113331606
MK Phone Nokia G50 4/128 HMD v17,130,"8,499",365,"55,949",3.24%,,0.1519062
MK +Phone Samsung A23 4/64 CSTR2,90,"4,999",440,"44,599",2.45%,,0.112087715
MK Phone Samsung A33 6/128 v9,190,"15,999",273,"67,869",2.16%,,0.235733546
MK Phone Nokia C31 4/64 v7 HMD,85,"3,999",365,"35,024",1.58%,,0.114178849
MK +Phone Samsung A33 6/128 CSTR1 v1,150,"4,499",410,"65,999",1.31%,,0.0681677
MK +Phone Nokia G50 4/128 CSTR2,110,"6,999",440,"55,399",1.14%,,0.126338021
MK Phone Samsung A03 3/32 v13 HRA,55,"5,824",365,"25,899",1.06%,,0.224873547
MK +Phone Samsung A12S v5,70,"1,999",380,"28,599",0.71%,,0.069897549
MK Phone Nokia G50 4/128 v18 HRA,85,"11,474",365,"42,499",0.59%,,0.269982823
MK Phone Samsung A53 6/128 v4 HRA,170,"13,999",365,"76,049",0.45%,,0.184078686
MK Phone Samsung A23 4/64 F&F v1,100,"7,499",365,"43,999",0.30%,,0.170435692
MK +Phone Samsung A53 6/128 CSTR2 v3,170,"12,999",365,"75,049",0.27%,,0.173206838
MK Phone Nokia C1 2nd Edition v2,35,"2,499",365,"15,274",0.13%,,0.163611366
MK +Phone Nokia C1 Plus v5,35,999,380,"14,299",0.10%,,0.069865026
MK Phone Samsung A03 Dual v4,40,"2,499",365,"17,099",0.08%,,0.146148898
MK Phone Samsung A21S dual-sim Staff v4,70,"2,999",365,"28,549",0.05%,,0.105047462
MK Farmer Phone Samsung A03 Saf-Data v5,40,"2,499",365,"17,099",0.04%,,0.146148898
MK Phone Nokia 1.4  v2,45,"3,299",365,"19,724",0.02%,,0.167258163
MK +Phone Nokia 1.4 Trade-In v10,50,999,420,"21,999",0.00%,,0.045411155
MK +Phone Nokia 5.4 4/128 v7,85,"5,499",365,"36,524",0.00%,,0.150558537
MK +Phone Nokia G10 3/32 v4,55,"1,499",400,"23,499",0.00%,,0.063789949
MK +Phone Samsung A01 v3,50,0,400,"20,000",0.00%,,0
MK +Phone Samsung A10S v9,60,"1,499",400,"25,499",0.00%,,0.058786619
MK +Phone Samsung A12 Trade-In Saf-Data v17,65,0,410,"26,650",0.00%,,0
MK +Phone Samsung A33 6/128 CSTR 2,150,"8,999",430,"73,499",0.00%,,0.12243704
MK Phone LCD Screen Rep Trade-In v1,50,0,60,"3,000",0.00%,,0
MK Phone Nokia 2.4 Staff v2,35,"1,999",350,"14,249",0.00%,,0.140290547
MK Phone Nokia C21 Plus 3/32 F&F v1,55,"4,299",365,"24,374",0.00%,,0.176376467
MK Phone Nokia G50 4/128 v12,145,"14,499",273,"54,084",0.00%,,0.268082982
MK Phone Nokia G50 4/128 v14,145,"14,499",273,"54,084",0.00%,,0.268082982
MK Phone Samsung A02S v3,55,"4,499",365,"24,574",0.00%,,0.183079678
MK Phone Samsung A10S v3,60,"3,499",365,"25,399",0.00%,,0.137761329
MK Phone Samsung A13 4/64 F&F v1,80,"5,999",365,"35,199",0.00%,,0.170430978
MK Phone Samsung A21S single v5,85,"5,999",365,"37,024",0.00%,,0.162030035
MK Phone Samsung A23 4/64 v11,140,"13,999",273,"52,219",0.00%,,0.268082499
M-KOPA Phone Nokia 2.2 v6,60,"2,999",330,"22,799",0.00%,,0.131540857
