Payment Plan,Cost per Credit,Deposit,Loan Duration,Product Price,Product Price Weighted Llr 200,Quality of Sales,Deposit to Price Ratio
MK Phone Nokia C30 2/32 v15,65,"4,299",365,"28,024",0.138254314,0.933,0.153404225
MK Phone Nokia C30 2/32 v13,70,"4,699",365,"30,249",0.13254652,0.942,0.155343978
MK Phone Nokia C30 2/32 v12 HMD,70,"4,999",365,"30,549",0.040299539,0.986,0.163638744
MK Phone Nokia C30 2/32 v12,70,"4,999",365,"30,549",0.125420171,0.941,0.163638744
MK Phone Nokia C30 2/32 v10,75,"5,499",365,"32,874",0.122336454,0.937,0.16727505
MK Phone Nokia C30 2/32 v1,60,"2,999",365,"24,899",0.142192228,0.93,0.120446604
MK Phone Nokia C30 2/32 HMD v7,55,"4,299",365,"24,374",0.11168865,0.94,0.176376467
MK Phone Nokia C30 2/32 HMD v5,55,"3,999",365,"24,074",0.096531266,0.967,0.166112819
MK Phone Nokia C30 2/32 HMD v2,60,"2,999",365,"24,899",0.146566899,0.939,0.120446604
MK Phone Nokia C30 2/32 HMD v17 HRA,65,"4,299",365,"28,024",0.284279224,0.83,0.153404225
MK Phone Nokia C30 2/32 HMD v16,65,"4,299",365,"28,024",0.072963389,0.959,0.153404225
MK Phone Nokia C30 2/32 HMD v14,70,"4,699",365,"30,249",0.107566242,0.982,0.155343978
MK Phone Nokia C30 2/32 HMD v10,75,"5,499",365,"32,874",0.095367156,0.966,0.16727505
MK Phone Nokia C22 2/64 v2 HRA,65,"3,199",365,"26,924",0.179719002,0.962,0.118815926
MK Phone Nokia C22 2/64 v2,65,"3,199",365,"26,924",0.159116385,0.965,0.118815926
MK Phone Nokia C22 2/64 v1 HRA,65,"3,199",365,"26,924",0.17006143,0.959,0.118815926
MK Phone Nokia C22 2/64 v1,65,"3,199",365,"26,924",0.158488568,0.952,0.118815926
MK Phone Nokia C22 2/64 Insurance Pilot v2,65,"3,199",365,"26,924",0.142383769,0.971,0.118815926
MK Phone Nokia C22 2/64 Insurance Pilot V1,65,"3,199",365,"26,924",0.140253267,0.968,0.118815926
MK Phone Nokia C21 Plus 3/32 v6,70,"5,299",365,"30,849",0.117465566,0.943,0.171772181
MK Phone Nokia C21 Plus 3/32 v3,70,"5,299",365,"30,849",0.115953931,0.94,0.171772181
MK Phone Nokia C21 Plus 3/32 v2,55,"4,699",365,"24,774",0.091106209,0.954,0.189674659
MK Phone Nokia C21 Plus 3/32 v12 HRA,60,"3,999",365,"25,899",0.171713222,0.915,0.154407506
MK Phone Nokia C21 Plus 3/32 v11 HRA,55,"5,824",365,"25,899",0.048687056,0.979,0.224873547
MK Phone Nokia C21 Plus 3/32 v11 HMD,65,"4,499",365,"28,224",0.117429508,0.965,0.159403345
MK Phone Nokia C21 Plus 3/32 v11,60,"3,999",365,"25,899",0.131672566,0.935,0.154407506
MK Phone Nokia C21 Plus 3/32 v10,65,"4,499",365,"28,224",0.134280872,0.938,0.159403345
MK Phone Nokia C21 Plus 3/32 HMD v4,70,"5,299",365,"30,849",0.1104306,0.939,0.171772181
MK Phone Nokia C21 Plus 3/32 HMD v13 HRA,60,"3,999",365,"25,899",0.100896163,0.949,0.154407506
MK Phone Nokia C21 Plus 3/32 HMD v12,60,"3,999",365,"25,899",0.147313214,0.934,0.154407506
MK Phone Nokia C21 2/32 v9,60,"4,299",365,"26,199",0.149857953,0.921,0.164090232
MK Phone Nokia C21 2/32 v7,60,"4,299",365,"26,199",0.131686593,0.925,0.164090232
MK Phone Nokia C21 2/32 v2,50,"3,999",365,"22,249",0.111153433,0.936,0.179738415
MK Phone Nokia C21 2/32 v11 HRA,50,"3,399",365,"21,649",0.173353293,0.871,0.157004942
MK Phone Nokia C21 2/32 v10 HRA,45,"5,224",365,"21,649",0.062648428,0.875,0.241304448
MK Phone Nokia C21 2/32 v10,50,"3,399",365,"21,649",0.155512055,0.917,0.157004942
MK Phone Nokia C21 2/32 HMD v6,60,"4,299",365,"26,199",0.150691473,0.933,0.164090232
MK Phone Nokia C21 2/32 HMD v12 HRA,50,"3,399",365,"21,649",0.209743564,0.872,0.157004942
MK Phone Nokia C21 2/32 HMD v11,50,"3,399",365,"21,649",0.187997466,0.912,0.157004942
MK Phone Nokia C20 2/16 v7,45,"3,299",365,"19,724",0.124525875,0.928,0.167258163
MK Phone Nokia C20 2/16 v2,45,"2,999",365,"19,424",0.125931359,0.935,0.154396623
MK Phone Nokia C20 2/16 HMD v6,45,"3,999",365,"20,424",0.111296892,0.959,0.19579906
MK Phone Nokia C20 2/16 HMD v5,45,"3,299",365,"19,724",0.123735567,0.957,0.167258163
MK Phone Nokia C20 2/16 HMD v3,45,"2,999",365,"19,424",0.141246815,0.952,0.154396623
MK Phone Nokia C10 1/32 v3,40,"3,299",365,"17,899",0.139671546,0.945,0.184311973
MK Phone Nokia C1 Plus v2,35,"2,499",365,"15,274",0.15701987,0.949,0.163611366
MK Phone Nokia C1 Plus Saf-Data v1,35,"2,499",365,"15,274",0.127165046,0.946,0.163611366
MK Phone Nokia C1 2nd Edition v2,35,"2,499",365,"15,274",0.014169264,0.967,0.163611366
MK Phone Nokia C01 Plus Iris v4,40,"3,499",365,"18,099",0.119105834,0.925,0.193325598
MK Phone Nokia C01 Plus Iris v1,40,"2,499",365,"17,099",0.148884971,0.923,0.146148898
MK Phone Nokia C01 Plus Iris HMD v5,40,"3,499",365,"18,099",0.152456336,0.941,0.193325598
MK Phone Nokia C01 Plus Iris HMD,40,"2,499",365,"17,099",0.166241377,0.905,0.146148898
MK Phone Nokia C01 Plus Iris 2/16 v8,40,"3,299",365,"17,899",0.135862958,0.898,0.184311973
MK Phone Nokia C01 Plus Iris 2/16 v6,40,"3,499",365,"18,099",0.122129305,0.92,0.193325598
MK Phone Nokia C01 Plus HMD 1/16 v8,40,"2,499",365,"17,099",0.174107894,0.937,0.146148898
MK Phone Nokia C01 Plus 1/16 v9,40,"2,499",365,"17,099",0.164149003,0.911,0.146148898
MK Phone Nokia C01 Plus 1/16 v7,40,"2,499",365,"17,099",0.166434884,0.915,0.146148898
MK Phone Nokia C01 Plus 1/16 v1,40,"3,299",365,"17,899",0.117467431,0.927,0.184311973
MK Phone Nokia C01 Plus 1/16 HMD v2 ,40,"3,299",365,"17,899",0.163758021,0.938,0.184311973
MK Phone Nokia 5.4 v2,85,"5,499",365,"36,524",0.136134725,0.968,0.150558537
MK Phone Nokia 5.4 4/128 v3,85,"5,499",365,"36,524",0.111136549,0.956,0.150558537
MK Phone Nokia 5.4 4/128 Saf-Data v4,85,"5,499",365,"36,524",0.103461818,0.96,0.150558537
MK Phone Nokia 5.4 4/128 Saf-Data HMD,85,"5,499",365,"36,524",0.118522075,0.96,0.150558537
MK Phone Nokia 3.4 4+64 Saf-Data v1,65,"4,999",365,"28,724",0.09331929,0.962,0.17403565
MK Phone Nokia 3.4 4+64 Saf-Data HMD v2,60,"4,499",365,"26,399",0.085178002,0.968,0.170423122
MK Phone Nokia 3.4 4+64 Saf-Data HMD,65,"4,999",365,"28,724",0.125753119,0.974,0.17403565
MK Phone Nokia 3.4 3+64 Saf-Data v2,60,"4,499",365,"26,399",0.093600087,0.954,0.170423122
MK Phone Nokia 3.4 3+64 Saf-Data v1,60,"4,999",365,"26,899",0.05557021,0.951,0.18584334
MK Phone Nokia 3.4 (4+64GB) v4,65,"4,999",365,"28,724",0.098918913,0.963,0.17403565
MK Phone Nokia 2.4 v2,50,"3,499",365,"21,749",0.113506735,0.96,0.16088096
MK Phone Nokia 2.4 Saf-Data v1,50,"3,499",365,"21,749",0.18192055,0.922,0.16088096
MK Phone Nokia 2.3 v2,50,"3,999",365,"22,249",0.166923233,0.98,0.179738415
MK Phone Nokia 2 2 v2 Rev B,50,"1,999",180,"10,999",0.173785929,0.904,0.181743795
MK Phone Nokia 2 2 v1 Rev A,50,"2,999",200,"12,999",0.088658568,0.92,0.230710055
MK Phone Nokia 1.4 Saf-Data HMD v2,50,"3,499",365,"21,749",0.121115564,0.953,0.16088096
MK Phone Nokia 1.4  v2,45,"3,299",365,"19,724",0.14288951,0.941,0.167258163
MK Phone Nokia 1.4  Saf-Data v9,50,"3,499",365,"21,749",0.124786358,0.942,0.16088096
MK Phone Nokia 1.4  Saf-Data v1,45,"3,299",365,"19,724",0.124549433,0.948,0.167258163
MK Phone Nokia 1.4  Saf-Data HMD,45,"3,299",365,"19,724",0.143089936,0.961,0.167258163
MK Phone Nokia (G10 3/32) Saf -Data HMD,55,"3,999",365,"24,074",0.107237422,0.907,0.166112819
MK Phone  ST Pilot Samsung A04 3/32 v2,65,"4,399",365,"28,124",0.104883783,0.966,0.15641445
MK Motorbike Roam Staff v1,10,100,365,"3,750",0.003333783,0.333,0.026666667
MK Motorbike Roam Air 24M B2C v3,550,"25,000",730,"426,500",0.209387958,1,0.058616647
MK Motorbike Roam Air 24M B2B v3,530,"15,000",730,"401,900",0.204217669,1,0.037322717
MK Motorbike Roam Air 18M v5 Pilot,680,"15,000",550,"389,000",0.113280223,0.979,0.038560411
MK Motorbike Roam Air 18M B2C v2,700,"25,000",550,"410,000",0.174395361,0.999,0.06097561
MK Motorbike Roam Air 18M B2C,700,"25,000",550,"410,000",0.162024514,0.969,0.06097561
"MK Motorbike Roam Air 18M B2B	v2",680,"15,000",550,"389,000",0.198757921,0.937,0.038560411
MK Motorbike Roam Air 12M B2B v4,980,"15,000",365,"372,700",0.149587731,1,0.040246847
MK Motorbike Honda ACE 125Tuff 16M v11,450,"14,999",480,"230,999",0.292324189,0.839,0.064931017
MK Motorbike Honda ACE 125Tuff 12M v10,540,"14,999",365,"212,099",0.081801092,0.93,0.070716977
MK Motorbike Honda ACE 125 CB Grade D v1 Cash,1,"24,587",1,"24,588",2.03E-05,0.255,0.99995933
MK Motorbike Honda ACE 125 CB Grade C v1 Cash,1,"49,175",1,"49,176",1.02E-05,0.255,0.999979665
MK Motorbike Honda ACE 125 CB 16M v2,450,"14,999",480,"230,999",0.244464786,0.851,0.064931017
MK Motorbike Honda ACE 125 CB 12M v1,540,"14,999",365,"212,099",0.0981661,0.906,0.070716977
MK Motorbike Honda ACE 110 v1,385,"18,999",470,"199,949",0.362761452,0.947,0.09501923
MK Motorbike Ampersand Staff v1,10,100,365,"3,750",0.005919513,0.231,0.026666667
MK Motorbike Ampersand GO 18M v3,480,"14,999",550,"278,999",0.165396127,0.894,0.053760049
MK Motorbike Ampersand GO 18M v4,480,"20,000",550,"284,000",0.071455583,0.934,0.070422535
MK Motorbike Ampersand GO 18M Grade D v1,360,"15,000",550,"213,000",0.036885242,0.981,0.070422535
MK Motorbike Ampersand GO 18M Grade A v1,450,"15,000",550,"262,500",0.082579296,0.971,0.057142857
MK Motorbike Ampersand GO 18M B2C v2,450,"20,000",550,"267,500",0.265484301,0.887,0.074766355
MK Motorbike Ampersand GO 18M B2C,450,"20,000",550,"267,500",0.146560518,1,0.074766355
MK Motorbike Ampersand GO 18M B2B v2,430,"10,000",550,"246,500",0.108959424,1,0.040567951
MK Motorbike Ampersand GO 18M  Grade C v1,390,"15,000",550,"229,500",0.094083679,0.913,0.065359477
MK Motorbike Ampersand GO 18M  Grade B v1,420,"15,000",550,"246,000",0.101731243,0.981,0.06097561
MK Motorbike Ampersand GO 12M v2,620,"14,999",365,"241,299",0.005209083,0.959,0.062159396
MK Fridge v21 100L,130,"7,999",700,"98,999",0.434678639,0.824,0.080798796
MK Farmer Phone Samsung A03 Single v4,40,"2,499",365,"17,099",0.144027751,0.938,0.146148898
MK Farmer Phone Samsung A03 Saf-Data v5,40,"2,499",365,"17,099",0.140660834,0.923,0.146148898
"MK 60K (80W Panel) 32""TV & Fridge v4",250,"14,999",700,"189,999",0.396509231,0.792,0.078942521
"MK 60K (2*80W Panel) 32""TV & Fridge v2",250,"14,999",700,"189,999",0.402448312,0.736,0.078942521
"MK 60K (160W Panel) 32""TV & Fridge v3",250,"14,999",700,"189,999",0.457988882,0.69,0.078942521
"MK 6000 KP 32"" TV  v1",145,"8,499",620,"98,399",0.340022984,0.865,0.086372829
"MK 6000 32"" TV Zuku v12",170,"9,999",600,"111,999",0.322261337,0.872,0.089277583
"MK 6000 32"" TV Zuku v11",165,"9,999",600,"108,999",0.245837282,0.893,0.091734787
"MK 6000 32"" TV v23 HRA",130,"6,999",840,"116,199",0.361329034,0.829,0.060232876
"MK 6000 32"" TV v22 HRA",130,"7,999",840,"117,199",0.491898355,0.724,0.068251436
"MK 6000 32"" TV v22",130,"6,999",840,"116,199",0.336459075,0.818,0.060232876
"MK 6000 32"" TV v21",130,"6,999",780,"108,399",0.359476862,0.817,0.064567016
"MK 6000 32"" TV v20",135,"7,999",600,"88,999",0.319887039,0.806,0.089877414
"MK 6000 32"" TV v18 LD",140,"7,999",600,"91,999",0.300355733,0.845,0.086946597
"MK 6000 32"" TV v17 LD",135,"7,999",600,"88,999",0.270709647,0.865,0.089877414
"MK 6000 32"" TV v16 HD",135,"10,499",500,"77,999",0.156847036,0.959,0.13460429
"MK 6000 32"" TV v15 LD",135,"8,499",600,"89,499",0.448901908,0.552,0.094961955
"MK 6000 32"" TV v14 LD",135,"8,999",600,"89,999",0.084341589,0.977,0.09999
"MK 6000 32"" TV v12 LD",135,"8,499",600,"89,499",0.065119169,0.926,0.094961955
"MK 6000 32"" TV (BB) v2 HRA",145,"7,499",840,"129,299",0.455376863,0.773,0.057997355
"MK 6000 32"" TV (BB) v1 HRA",145,"8,499",840,"130,299",0.556372547,0.817,0.065226901
"MK 6000 32"" TV (BB) v1",145,"7,499",840,"129,299",0.371733645,0.768,0.057997355
"MK 6000 32"" TV  v19",145,"8,499",600,"95,499",0.316776702,0.782,0.088995696
"MK 6000 (32""Backup TV) v9",130,"7,499",600,"85,499",0.36593011,0.782,0.087708628
"MK 6000 (32""Backup TV) v8",115,"6,999",600,"75,999",0.33590206,0.815,0.092093317
"MK 6000 (32""Backup TV) v5",125,"6,999",600,"81,999",0.362134937,0.846,0.085354699
MK 600 TV 24” TV Micro Biz v4,115,"7,499",600,"76,499",0.467137885,0.776,0.098027425
"MK 600 24"" TV Zuku v9",130,"7,999",600,"85,999",0.311735557,0.855,0.093012709
"MK 600 24"" TV Zuku v10",140,"7,499",600,"91,499",0.300344795,0.89,0.08195718
"MK 600 24"" TV v8 LD",100,"5,499",600,"65,499",0.372562482,0.837,0.08395548
"MK 600 24"" TV v7 LD Rev B",100,"5,499",600,"65,499",0.418588734,0.884,0.08395548
"MK 600 24"" TV v6 LD",100,"5,499",600,"65,499",0.48170567,0.847,0.08395548
"MK 600 24"" TV v21 HRA",100,"4,999",700,"74,999",0.337645557,0.83,0.066654222
"MK 600 24"" TV v20",100,"4,999",700,"74,999",0.295825423,0.845,0.066654222
"MK 600 24"" TV v19",100,"4,999",700,"74,999",0.368008501,0.838,0.066654222
"MK 600 24"" TV v18",100,"5,999",760,"81,999",0.335595866,0.816,0.073159429
"MK 600 24"" TV v17",100,"5,999",700,"75,999",0.327471084,0.833,0.078935249
"MK 600 24"" TV v13",110,"5,499",600,"71,499",0.276411846,0.555,0.076910167
"MK 600 24"" TV v12 LD",110,"5,499",600,"71,499",0.319905041,0.863,0.076910167
"MK 600 24"" TV v10 LD",100,"5,999",600,"65,999",0.266415369,0.856,0.090895317
"MK 600 24"" TV Micro Biz v1",115,"8,499",600,"77,499",0.452217305,0.818,0.109665931
"MK 600 24"" TV  v16",100,"6,499",600,"66,499",0.285510032,0.83,0.097730793
"MK 600 24"" TV  v15",100,"6,999",600,"66,999",0.261778,0.83,0.104464246
MK 6 v9,50,"1,499",400,"21,499",0.26434549,0.816,0.069724173
MK 6 v8,50,"2,499",400,"22,499",0.208407393,0.89,0.111071603
MK 6 v7,50,"2,999",365,"21,249",0,1,0.141136053
MK 6 v6,50,"2,499",365,"20,749",0.203703729,0.867,0.120439539
MK 6 v10,50,999,460,"23,999",0.321119803,0.786,0.041626734
